titulo,data,autoria,tags,principal,texto,label
Joesley Batista é internado em estado grave e inconsciente #boato,28/06/2017,Edgard Matsuki,,"Boato – Joesley Batista, dono da JBS, foi internado em estado grave no hospital Albert Einstein. Ele estava inconsciente e pode ter sido envenenado. ","Um dos nomes mais citados nos últimos meses é o de Joesley Batista. Depois que gravou o presidente da República, fez acordo com a Justiça e foi para os EUA, o executivo da JBS está, literalmente, na boca do povo. Tanto para as críticas de alguns que acham que o acordo de delação premiada foi generoso como para quem cria boatos.",1
"Joesley Batista foi envenenado, diz laudo da polícia científica #boato",,Edgard Matsuki,,"Boato – Polícia científica confirmou que Joesley Batista, dono da Friboi e da JBS, foi envenenado. Ele está internado em estado grave.","Em meio ao turbilhão de notícias que tem tomado conta da última semana de junho de 2017 (incluindo um processo contra Temer), uma tem chamado atenção. Depois de gravar o presidente, fazer um acordo com a Justiça, ir para os EUA e voltar para o Brasil, Joesley Batista, dono da JBS, foi internado em São Paulo.",1
Temer disse “acreditamos no poder do diabo” durante discurso #boato,,Edgard Matsuki,,Boato – Temer falou durante discurso na ONU a seguinte frase: “Acreditamos no poder do diabo”. Vídeo prova que ele falou isso. ,"Muito antes de ser acusado de “golpista” ou ser acusado de participar de esquemas de corrupção, o presidente Michel Temer tinha um boato “pesado” nas costas. Textos na internet",1
Magno Malta alerta sobre chegada de refugiados em áudio #boato,18/06/2017,Edgard Matsuki,,Boato – Senador Magno Malta gravou um áudio no WhatsApp alertando para a chegada de refugiados em 13 navios no Brasil.,"Uma das histórias que mais estão “rendendo” na internet nesta semana é o suposto alerta sobre a chegada de 1,8 milhão de refugiados em 13 navios em julho ao Brasil. Primeiro, ",1
Randolfe Rodrigues envia áudio que fala de intervenção militar #boato,19/05/2017,Edgard Matsuki,,Boato – Senador Randolfe Rodrigues gravou um áudio no WhatsApp para avisar que pediu ao TCU e STF para Exército intervir no governo.,"Pode ter certeza que a nossa pauta de fim de semana, aquela lista de boatos, será relacionada à situação política no Brasil após a delação da JBS. Afinal, só se fala nisso no mundo dos boatos desde às 19h30 do dia 17/05.",1
Político de SC é engolido por cobra sucuri no Amazonas #boato,09/07/2017,Edgard Matsuki,,Boato – Um deputado de Santa Catarina foi engolido por uma cobra sucuri no Amazonas. Político será enterrado em Joinville. ,Já falamos de centenas de boatos envolvendo políticos no Boatos.org e uma dezena de boatos envolvendo cobras ,1
Eunício Oliveira vai ganhar aposentadoria de presidente após três dias no cargo #boato,09/07/2017,Edgard Matsuki,,"Boato – Eunício Oliveira assumiu a Presidência da República por três dia e vai ganhar aposentadoria de presidente, assim como Rodrigo Maia.","Em meio a crise institucional que o Brasil atravessa, o cargo de presidente da República teve um novo nome em julho de 2017. Com o presidente Michel Temer na Alemanha e o presidente da Câmara, Rodrigo Maia, na Argentina, quem ficou no cargo de mandatário do país foi o presidente do Senado, Eunício Oliveira.",1
Bolsonaro ganhou R$ 18 milhões em 2017 para proteger Temer #boato,09/07/2017,Carol Lira,,Boato – O deputado Jair Bolsonaro recebeu R$ 18 milhões em 2017 para proteger Michel Temer e atacar Lula e o PT.,"Desde que o presidente Michel Temer foi denunciado pelo crime de corrupção passiva com base no conteúdo da delação de executivos da JBS, o governo segue na corrida para tentar barrar a abertura de inquérito por parte da Procuradoria Geral da República (PGR).",1
Juiz Sérgio Moro desabafa após o fim da Lava Jato #boato,11/07/2017,Carol Lira,,"Boato – Em entrevista ao Centro Acadêmico de Justiça, o juiz Sérgio Moro faz desabafo sobre o fim da Lava Jato. ","Desde que foi deflagrada em março de 2014, a Operação Lava Jato tem causado repercussões na vida política, empresarial e judicial brasileira. Só nos primeiros seis meses do ano, a Lava Jato foi responsável por deflagrar quatro fases da operação. Mas, ao que tudo indica, esse cenário pode mudar.",1
Lula posa em foto com funcionários no sítio de Atibaia #boato,04/07/2017,Carol Lira,,"Boato – Imagem mostra o ex-presidente Lula e sua esposa, Marisa Letícia, posando com funcionários no sítio de Atibaia.","Tem boato que é igual a fênix, quando morre, renasce das cinzas. É isso mesmo, nem bem desmentimos a história do ",1
Eduardo Villas Bôas confirma intervenção militar após delação da JBS #boato,20/05/2017,Edgard Matsuki,,"Boato – Comandante do Exército brasileiro, general Eduardo Villas Bôas, confirmou que situação pede intervenção militar após delação da JBS.","Desde que a delação premiada dos executivos da JBS vazou na imprensa, o Brasil virou de cabeça para baixo. E desde então, o que mais há em relação à política brasileira são especulações sobre o nosso futuro.",1
"Lulinha desfila com Ferrari dourada no Uruguai, mostra vídeo #boato",23/07/2017,Edgard Matsuki,,"Boato – Vídeo mostra Lulinha, filho de Lula, desfilando com uma Ferrari dourada de teto retrátil em um hotel no Uruguai.","Dentre todos os boatos políticos que circularam nos últimos anos na internet, um se tornou um clássico: o da ostentação de “Lulinha”, filho do ex-presidente Lula. Desde que o Boatos.org foi criado, em junho de 2013, já vimos ",1
Lula sacou R$ 52 milhões antes de bloqueio de bens pela Justiça #boato,29/07/2017,Kyene Becker,,Boato – Relatório da COAF comprovaria saque de R$ 52 milhões feito pelo ex-presidente Lula antes de bloqueio de bens. ,"Depois de tantas reviravoltas políticas no Brasil e das investigações na Operação Lava Jato, notícias que envolvem a Presidência ou ex-presidentes da República chamam atenção de todos. E quando o assunto envolve políticos e dinheiro, a curiosidade vai a mil.",1
Deputado Genecias Noronha apanhou no aeroporto de Fortaleza #boato,05/08/2017,Carol Lira,,Boato – Vídeo mostra o deputado federal Genecias Noronha apanhando enquanto desembarca do aeroporto de Fortaleza. ,A política nunca esteve tão presente na vida das pessoas,1
Foto flagra Sérgio Moro cabisbaixo após julgar Lula #boato,13/07/2017,Edgard Matsuki,,Boato – Juiz Sérgio Moro é flagrado cabisbaixo sob uma Bíblia após julgar Lula e condenar ex-presidente a 9 anos e meio de prisão. ,"A sentença de 9 anos e meio de prisão proferida pelo juiz Sérgio Moro a Lula dividiu as pessoas (como era de se esperar). Enquanto alguns aplaudiram a condenação de Lula, outros criticaram Moro. Em meio a (mais uma) polarização na web, um fato chamou atenção.",1
Bancada evangélica diz que Deus mandou votar a favor de Temer #boato,08/08/2017,Edgard Matsuki,,Boato – Deputados membros da bancada evangélica na Câmara afirmaram que foi Deus quem mandou votar a fator da continuidade de Temer como presidente.,"Quase uma semana após a realização da votação na Câmara que decidiu que o presidente Michel Temer continua no poder, a vitória do governo ainda está dando o que falar. O assunto de hoje é relacionado a um grupo de deputados que apoiou Temer maciçamente: a bancada evangélica.",1
Lula diz que foi melhor que Getúlio e será melhor do que Deus #boato,,Edgard Matsuki,,"Boato – Em campanha para 2018, Lula diz que foi melhor do que Getúlio Vargas e que, se eleito, será melhor do que Deus.","Desde que o ex-presidente Luiz Inácio Lula da Silva foi condenado a nove anos e meio de prisão, internautas ligados a correntes políticas têm repercutido a notícia. Alguns defendem o ex-presidente e condenam a decisão do juiz Sérgio Moro. Outros comemoram a decisão do juiz da Lava Jato e criticam Lula. Em meio a isso, boatos aparecem tanto contra Moro como contra Lula.",1
Comunização definitiva da Venezuela acaba de ser comunicada #boato,08/08/2017,Carol Lira,,"Boato – Em comunicado oficial, Venezuela decreta comunização definitiva. Entre as medidas, está a extinção da iniciativa privada. ","Se os últimos meses na Venezuela foram marcados por protestos e reações à polêmica Assembleia Nacional Constituinte, a última semana viu as polêmicas chegarem no mundo da boataria.",1
Senado aprova projeto que cancela CNH vencida após 30 dias #boato,09/08/2017,Edgard Matsuki,,"Boato – O Senado Federal aprovou o projeto de lei 155/2017, que cancela automaticamente toda CNH vencida após 30 dias.","Parece que temos uma nova metodologia de boato nascendo. Funciona mais ou menos assim. O sujeito escreve uma notícia falsa em um site, cria um “alerta” para o WhatsApp (com direito a emojis para chamar atenção), viraliza o conteúdo e consegue audiência para o site de balelas. Quando sites como o Boatos.org os desmentem, eles criam outro boato e fazem o mesmo processo.",1
Lula apanha durante almoço em restaurante #boato,10/08/2017,Carol Lira,,Boato – Ex-presidente Lula foi agredido por manifestantes durante almoço em restaurante com líderes do PT.,"Mais uma vez, chegamos aqui no ",1
Gleisi Hoffmann envia mensagem de força para Maduro no Twitter #boato,,Edgard Matsuki,,"Boato – Senadora pelo Paraná e presidente do PT, Gleisi Hoffmann enviou mensagem de força a Nicolás Maduro pelo Twitter em 04/08/2017. ","Apesar de a situação política no Brasil não ser das mais confortáveis (para não dizer outra coisa), a situação na Venezuela tem chamado muito mais atenção. Após a aprovação da Assembleia Constituinte, o governo de Nicolás Maduro já está sendo considerado por alguns como uma ditadura.",1
Luciana Genro tem fazenda invadida por integrantes do MST #boato,15/07/2017,Hellen Bizerra,,"Boato – Participantes do Movimento dos Trabalhadores Rurais Sem Terra (MST) invadiram uma das fazendas da ex-deputada Luciana Genro, do PSOL.","Em tempos de cenário político agitado, qualquer história pequena pode se tornar um novelão. Acompanhamos a condenação do ex-presidente Lula por corrupção, a aprovação da reforma trabalhista no Senado e as acaloradas discussões na Comissão de Constituição de Justiça sobre aceitar ou não a denúncia contra o atual presidente Michel Temer. Tudo isso em uma única semana… loucura não?",1
Ex-presidente Lula tem residência assaltada em Chapecó (SC) #boato,15/08/2017,Hellen Bizerra,,"Boato – Assaltantes invadiram a casa do ex-presidente Lula em Chapecó e roubaram eletrodomésticos, ouro e dinheiro.","Os índices de criminalidade no Brasil são altos, o país ocupa rankings pouco comemoráveis sobre insegurança e, ",1
Bolsonaro está fora das eleições 2018 por causa de condenação #boato,16/08/2017,Edgard Matsuki,,"Boato – Depois de ser condenado a indenizar deputada Maria do Rosário (PT-RS), Jair Bolsonaro (PSC-RJ) está fora das eleições de 2018 por causa da lei da Ficha Limpa.","No dia 15 de agosto de 2017, o governo federal anunciou que prevê um rombo de R$ 159 bilhões para 2017. Mesmo o com importante anúncio, uma notícia relacionada a um valor financeiro muito menor chamou mais atenção na internet. As redes sociais, polarizadas como nunca, não se cansam de debater a condenação de Jair Bolsonaro, deputado do PSC-RJ e que deve ir para o Patriotas. Ele terá que pagar R$ 10 mil para a também deputada Maria do Rosário (PT-RS) por ofensas em 2014.",1
Adega de Joesley Batista é descoberta pela Polícia Federal #boato,20/09/2017,Edgard Matsuki,,Boato – Polícia Federal descobriu uma adega de vinhos que pertence a Joesley Batista. Tamanho do local é mostrado em vídeo. ,"Mais do que nunca, o nome dos irmãos Joesley e Wesley Batista está na mídia. Desde que eles entraram em acordo com o MPF, o público assiste estupefato a cada novo “capítulo” da novela “Delação da JBS”. O mais recente está em um vídeo que tem impressionado muitas pessoas na internet.",1
Silas Malafaia disse porque vota em Jair Bolsonaro para presidente #boato,17/08/2017,Edgard Matsuki,,Boato – Pastor Silas Malafaia escreveu texto recomendando voto em Jair Bolsonaro nas eleições para presidente em 2018. ,"Faltando quatro meses para o ano de 2017 acabar já podemos antecipar uma tendência para 2018: mais do que nunca, o nome de Jair Bolsonaro estará envolvido em boatos. A grande diferença dele para outros políticos é que os boatos sobre o “Bolsomito” são o engrandecendo. Só hoje temos três histórias circulando com força na web.",1
