titulo,vinheta,tempo,data_explicita,autoria,lead,principal,texto,label
É #FAKE que vídeo mostre médicos comemorando fim da pandemia em Israel, CoronaVírus ,Há 2 anos, 22/06/2020 ," Por Roney Domingos, G1 ","Imagens, na verdade, são de dois meses atrás e mostram dança em comemoração pela páscoa judaica. País vem enfrentando um novo aumento de casos, o que tem deixado profissionais de saúde assustados e hospitais sob pressão."," Circula pelas redes sociais um vídeo que mostra médicos e enfermeiros com roupa hospitalar dançando em meio a macas e equipamentos de saúde, acompanhado de uma legenda que diz: ""Em Israel, comemorando ter zerado os pacientes do vírus. Semeie, para que a vibração chegue rápido por aqui. Eita glória. Lindo de se ver!"" A mensagem é #FAKE. "," O vídeo, na verdade, foi publicado em abril na página do Centro Médico de Tel Aviv. Uma legenda que acompanha o vídeo verdadeiro diz: ""Pouco antes do Sêder, a equipe médica de emergência alivia a tensão e começa a dançar"". ",1
"É #FAKE que mistura caseira de água, sal e zinco seja comprovadamente eficaz contra o novo coronavírus", CoronaVírus ,Há 2 anos, 30/06/2020 ," Por Roberta Pennafort, CBN ","Composto ensinado em um vídeo e em um manual de instruções compartilhados carece de embasamento científico e pode levar a intoxicação, segundo especialistas."," Circula nas redes sociais que água com sal e zinco é comprovadamente eficaz contra o novo coronavírus. Um vídeo e um manual que são compartilhados junto da mensagem ensinam como fazer a combinação, a ser bebida, inalada ou borrifada no corpo para que o vírus seja neutralizado. É #FAKE. "," As orientações são para se chegar ao chamado “copo da vida”. Trata-se da mistura de água com 15% de sal, zinco, que pode vir de uma pilha ou de uma placa pequena, e bobinas de cobre, extraídas, segundo o passo a passo, de fios de eletrodomésticos comuns torcidos manualmente. Segundo o texto, o cobre auxilia na reação química que forma o depósito de zinco no fundo do copo. ",1
"É #FAKE que vídeo mostre profissionais do Hospital de Messejana, em Fortaleza, comemorando fechamento de ala de Covid-19 por falta de pacientes", CoronaVírus ,Há 2 anos, 23/06/2020 ," Por Roberta Pennafort, CBN ","Unidade tem 134 doentes internados em enfermaria e 65 na UTI. Vídeo que mostra 'celebração' nem sequer foi gravado no hospital, e sim numa UPA, que não tem uma ala destinada apenas a pacientes do novo coronavírus."," Circula nas redes sociais um vídeo em que profissionais de saúde aparecem batendo palmas numa celebração. A mensagem que circula junto das imagens diz que se trata de um gesto comemorativo pelo fechamento da ala para pacientes com Covid-19 do Hospital de Messejana Dr. Alberto Carlos Studart Gomes, em Fortaleza (CE). É #FAKE. "," A mensagem falsa diz que a cena mostra os funcionários do hospital festejando o fim da demanda de pacientes com a Covid-19, o que possibilitou que fosse encerrado o espaço especial para casos de coronavírus aberto com o advento da pandemia. ",1
É #FAKE que governador do Ceará usa palavras chulas para se referir a decreto de isolamento social em vídeo, CoronaVírus ,Há 2 anos, 18/06/2020 ," Por Roberta Pennafort, CBN ","Vídeo que circula é uma montagem. Voz é colocada como se fosse a do político, que está de máscara, mas ela nem sequer se parece com a de Camilo Santana. No vídeo original, ele não diz tal frase."," Circula nas redes sociais um vídeo que atribui ao governador do Ceará, Camilo Santana, palavras chulas para tratar da prorrogação do decreto de isolamento social no estado. É #FAKE. "," A imagem no vídeo é de Santana, mas a voz, não. A dublagem diz: “Eu, Camilo Santana, na condição de governador do estado, prolongo o decreto, e agora o fumo vai entrar deste tamanho no rabo de vocês. E não adianta reclamar nem achar ruim, porque vou prolongar, prolongar e prolongar”. A voz nem sequer se parece com a do governador. O boato, porém, se aproveita do fato de o político estar de máscara e de não ser possível fazer a leitura dos lábios. ",1
É #FAKE que Doria propôs que idosos sejam os primeiros a ser testados com a vacina contra o coronavírus, CoronaVírus ,Há 2 anos, 22/06/2020 ," Por Roberta Pennafort, CBN ",Mensagem falsa diz que aposentados serão 'cobaias' e ganharão R$ 1.500 pelo teste. Perfil etário dos voluntários ainda não foi definido e não haverá qualquer pagamento.," Uma mensagem bastante compartilhada nas redes sociais diz que o governador de São Paulo, João Doria, propôs que idosos sejam os primeiros participantes dos testes com a vacina contra o coronavírus. É #FAKE. "," No último dia 11, ",1
É #FAKE que Senado debate projeto de lei que prevê prisão para religiosos que pregarem em horário noturno, Fato ou Fake ,Há 2 anos, 18/06/2020 ," Por Roberta Pennafort, CBN ",Mensagem é falsa. Há um texto que tramita na Casa que prevê multas a templos que não se adequarem a volume sonoro máximo. Mas ele não estipula prisões e ainda é apreciado em comissão.," Circula pelas redes sociais uma mensagem que diz que o Senado debate um projeto chamado de “Lei de proteção doméstica”, que prevê prisão para religiosos que fizerem pregações em horários inadequados, entre outras sanções. É #FAKE. "," Procurado, o Senado diz que “não há projeto de lei com esse objetivo em tramitação"". O boato circula há mais de um ano. ",1
É #FAKE que vacina contra o coronavírus a ser testada no Brasil só foi ministrada em macacos, CoronaVírus ,Há 2 anos, 19/06/2020 ," Por Roberta Pennafort, CBN ","CoronaVac, que será aplicada em 9 mil voluntários no país, já passou por teste com 743 chineses."," Circula nas redes sociais que a CoronaVac, vacina contra o coronavírus da farmacêutica chinesa Sinovac, que será testada em 9 mil voluntários brasileiros, nunca foi ministrada em humanos, só tendo passado por testes clínicos e com macacos. É #FAKE. "," A mensagem diz que o governador de São Paulo, João Doria, fechou um acordo para que “9.000 paulistas sirvam de cobaias para testes da vacina chinesa, só testada em laboratório e em macacos”. “Mas se a vacina é tão promissora, porque então não testar na China, onde surgiu esse maldito vírus em vez de testar nos paulistas?”, indaga. ",1
É #FAKE que foto mostre Joice Hasselmann sem máscara em hospital após contrair a Covid-19, CoronaVírus ,Há 2 anos, 18/06/2020 ," Por Roney Domingos, G1 ","Imagem que circula em redes sociais foi feita em 2 de março, quando ela ficou internada em SP para realização de uma cirurgia. Não havia na época recomendação de uso de proteção facial nem medidas de isolamento social. Deputada teve coronavírus em junho."," Circula pelas redes sociais uma foto da deputada federal Joice Hasselmann amparada por uma profissional de saúde em um hospital sob a legenda: ""Infectada com Covid-19 e ambas sem máscara. Que conversa desajeitada"". A mensagem é #FAKE. "," A foto que circula nas redes sociais não foi tirada após a deputada ter contraído a Covid-19. A imagem foi feita no início de março, quando a parlamentar ficou internada para realização de uma cirurgia. Na época, ainda não havia uma recomendação para o uso de máscaras nem medidas de isolamento social. Nenhuma morte pela doença tinha sido registrada no Brasil até então. ",1
É #FAKE que Lula pediu autorização do STF para viajar em lua-de-mel para Dubai, Fato ou Fake ,Há 2 anos, 22/06/2020 ," Por Roberta Pennafort, CBN ","Ex-presidente está em quarentena há três meses, segundo sua assessoria de imprensa, e ainda não se casou. Além disso, ele não precisa de autorização para viajar ao exterior. "," Circula nas redes sociais uma mensagem que diz que o ex-presidente Luiz Inácio Lula da Silva pediu ao Supremo Tribunal Federal (STF) autorização para viajar em lua-de-mel para Dubai, nos Emirados Árabes. É #FAKE. "," A mensagem diz: “Tapa na cara do Brasil. O processo foi distribuído para o ministro Lewandowski, que já acenou que concorda. Esse país é um circo dos horrores”. Procurado pela CBN, o STF nega a informação. Segundo a Corte, não há nenhum pedido como esse no sistema de processos. ",1
É #FAKE que edição de revista publicada em 2003 fale do novo coronavírus, CoronaVírus ,Há 2 anos, 22/06/2020 ," Por Roberta Pennafort, CBN ","Vídeo que circula na web mostra reportagem sobre o coronavírus causador da epidemia de Sars. O atual vírus é o Sars-CoV-2. Os dois são diferentes, embora ambos provoquem sintomas gripais e pertençam à mesma família."," Um vídeo que diz que o Sars-CoV-2, o coronavírus que já deixou quase 500 mil mortos no mundo todo, é o mesmo que gerou a epidemia de Sars está sendo muito compartilhado pelo WhatsApp. E a prova apresentada para isso é a edição de uma revista publicada em 2003. É #FAKE. "," O vídeo mostra um homem folheando a edição da revista “Saúde”, de maio de 2003, que tem uma reportagem sobre a Sars (a Síndrome respiratória aguda grave, também causada por um vírus), chamada no texto de “pneumonia asiática” e surgida no fim de 2002. Ele afirma se tratar do mesmo coronavírus identificado em dezembro de 2019. ",1
É #FAKE que vídeo mostre Alexandre de Moraes fazendo ameaças ao STF antes de ser ministro, Fato ou Fake ,Há 2 anos, 22/06/2020 ," Por Roney Domingos, G1 ","Vídeo foi gravado durante o julgamento da continuidade do inquérito das fake news. No trecho cortado, ministro lê mensagem de um internauta fazendo ameaças à Corte."," Circula pelas redes sociais um vídeo do ministro do Supremo Tribunal Federal Alexandre de Moraes lendo a seguinte mensagem: ""Quanto custa atirar à queima-roupa nas costas de cada ministro filho da puta do Supremo Tribunal Federal que queira acabar com a prisão em segunda instância? Se acabar com a prisão em segunda instância só nos resta jogar combustível e tocar fogo no plenário do Supremo Tribunal Federal com ministros barbies dentro"". A legenda diz: ""Antes de ser ministro do STF. Está aí o Alexandre de Moraes"". É #FAKE. ", O vídeo em que Alexandre de Moraes faz essa afirmação não foi gravado antes de ele ser ministro do STF. A imagem foi feita ,1
É #FAKE que vídeo mostre diretor-geral da OMS dançando em bar durante o isolamento social, CoronaVírus ,Há 2 anos, 12/07/2020 ," Por Gabriela Caesar, G1 ","Montagem com foto de Tedros Adhanom, diretor-geral da OMS, tem sido compartilhada com vídeo gravado em Santos, no litoral de São Paulo, e mensagem falsa. Vídeo é anterior à pandemia da Covid-19 e não mostra o diretor-geral da entidade."," Circula nas redes sociais um vídeo que mostra um homem de bigode, vestindo um pequeno short florido e regata cinza, dançando em um bar e tomando cerveja. O vídeo é compartilhado junto com uma foto do diretor-geral da Organização Mundial de Saúde (OMS), Tedros Adhanom, e a frase: ""Até o presidente da OMS desistiu do isolamento"". É #FAKE. "," O homem que aparece na imagem não é Tedros Adhanom. A semelhança entre o homem e o diretor-geral da OMS se dá por causa do bigode. O vídeo, no entanto, foi gravado em 16 de fevereiro deste ano – ou seja, antes da pandemia da Covid-19 e do início do isolamento social no Brasil. ",1
É #FAKE que Doria firmou contrato com farmacêutica chinesa em 2019 para desenvolver vacina contra o coronavírus, CoronaVírus ,Há 2 anos, 15/06/2020 ," Por Roberta Pennafort e Roney Domingos, CBN e G1 ","Governador esteve no país asiático em missão comercial em agosto do ano passado, mas vírus nem sequer tinha sido identificado. Contrato só foi firmado em junho de 2020. Mensagem é totalmente falsa."," Circulam nas redes sociais mensagens dizendo que o governador de São Paulo, João Doria, assinou um acordo com uma empresa da China para a fabricação de uma vacina contra o coronavírus ainda em 2019. E que isso prova que ele já sabia da pandemia muito antes de ela ocorrer. É #FAKE. "," A mensagem falsa foi impulsionada por um tuíte do ex-deputado Roberto Jefferson, alinhado hoje ao presidente Jair Bolsonaro e opositor do governador Doria. O post diz assim: “Doria assinou um contrato de desenvolvimento da vacina para Covid, com a Sinovac, da China, e o Instituto Butantan. A vacina tem o nome de CoronaVac. O contrato foi assinado em agosto de 2019. Eu não entendi. Agosto do ano passado? Como? Coronavac? Na China, ano passado? Como?” ",1
É #FAKE que pandemia de gripe suína teve início na China como as da Sars e da Covid-19, CoronaVírus ,Há 2 anos, 30/06/2020 ," Por Roberta Pennafort, CBN ",Casos de H1N1 surgiram primeiro no México; mensagem falsa diz que China é responsável por surtos mundiais desde 1997.," Circulam nas redes sociais mensagens que dizem que cinco pandemias mundiais desde 1997 tiveram origem na China: a de H5N1 (gripe aviária), a da Sars (síndrome respiratória aguda grave), a de H1N1 (gripe suína), a de H7N9 (subtipo do vírus influenza que também causa a gripe aviária) e a da Covid-19. É #FAKE. "," A mensagem, em tom xenófobo, diz: “A China já nos venceu cinco vezes sem disparar nenhum tiro”. Mas o H1N1 foi verificado primeiro no México (em 2009), e não na China. E o surto de H5N1 em humanos se deu em Hong Kong (em 1997), um território autônomo do país. ",1
É #FAKE que foto mostre criminosos se passando por eletricistas no meio da pandemia do coronavírus, CoronaVírus ,Há 2 anos, 18/06/2020 ," Por Roney Domingos, G1 ",Imagem é antiga. E homens são funcionários de verdade de uma empresa terceirizada pela CPFL., Circula pelas redes sociais uma foto que mostra dois homens com uniforme de eletricista e uma legenda que diz que são criminosos que têm batido na porta das casas dizendo se tratar de uma vistoria da CPFL e se aproveitado da pandemia do novo coronavírus. A mensagem é #FAKE. ," Os dois homens mostrados na imagem não são ""meliantes"", como alegam os textos falsos. Eles são funcionários terceirizados da CPFL e foram fotografados trabalhando, de fato. A imagem também não tem relação com a pandemia do novo coronavírus. Ela foi registrada há dois anos, no interior de São Paulo. ",1
